name,degrees,nationality,age,cleaned_name,Mission.Role,degree level,major,major category
Ronald Sega,"Bachelor of Science in mathematics and physics (United States Air Force Academy, 1974)",United States,72.0,Ronald Sega,msp,bachelor,Science in mathematics and physics,natural science
Ronald Sega,"Master of Science in physics (Ohio State University, 1975)",United States,72.0,Ronald Sega,msp,bachelor,Science in physics,natural science
Ronald Sega,"Doctorate in electrical engineering (University of Colorado at Boulder, 1982)",United States,72.0,Ronald Sega,msp,doctor,Electrical Engineering,engineering
Ronald McNair,"Bachelor of Science in Engineering Physics (North Carolina Agricultural and Technical State University, 1971)",U.S.,35.0,Ronald McNair,msp,bachelor,Science in Engineering Physics,engineering
Ronald McNair,"PhD in Physics (Massachusetts Institute of Technology, 1976)",U.S.,35.0,Ronald McNair,msp,doctor,Physics,natural science
Ronald McNair,"Bachelor of Science in Engineering Physics (North Carolina Agricultural and Technical State University, 1971)",U.S.,35.0,Ronald McNair,msp,bachelor,Science in Engineering Physics,engineering
Ronald McNair,"PhD in Physics (Massachusetts Institute of Technology, 1976)",U.S.,35.0,Ronald McNair,msp,doctor,Physics,natural science
Roverto Vittori,,,,Roverto Vittori,flight engineer,,,
Roverto Vittori,,,,Roverto Vittori,flight engineer,,,
Roverto Vittori,,,,Roverto Vittori,msp,,,
David Griggs,"Bachelor of Science (United States Naval Academy, 1962)",United States,49.0,David Griggs,msp,bachelor,Science,natural science
David Griggs,"Master of Science (George Washington University, 1970)",United States,49.0,David Griggs,msp,bachelor,Science,natural science
Salizhan Sharipov,"Cartography (Moscow State University, 1994)",Uzbek,61.0,Salizhan Sharipov,flight engineer,bachelor,,
Salizhan Sharipov,"Cartography (Moscow State University, 1994)",Uzbek,61.0,Salizhan Sharipov,commander,bachelor,,
Sally Ride,"Bachelor of Science degree in physics (Stanford University, 1973)",American,,Sally Ride,msp,bachelor,Science,natural science
Sally Ride,"Bachelor of Arts degree in English literature (Stanford University, 1973)",American,,Sally Ride,msp,bachelor,Arts,natural science
Sally Ride,"Master of Science degree in physics (Stanford University, 1975)",American,,Sally Ride,msp,bachelor,Science,natural science
Sally Ride,"Doctor of Philosophy in physics (Stanford University, 1978)",American,,Sally Ride,msp,doctor,Philosophy in physics,social science
Sally Ride,"Bachelor of Science degree in physics (Stanford University, 1973)",American,,Sally Ride,msp,bachelor,Science,natural science
Sally Ride,"Bachelor of Arts degree in English literature (Stanford University, 1973)",American,,Sally Ride,msp,bachelor,Arts,natural science
Sally Ride,"Master of Science degree in physics (Stanford University, 1975)",American,,Sally Ride,msp,bachelor,Science,natural science
Sally Ride,"Doctor of Philosophy in physics (Stanford University, 1978)",American,,Sally Ride,msp,doctor,Philosophy in physics,social science
Satoshi Furukawa,"Doctor of Medicine (University of Tokyo, 1989)",Japan,61.0,Satoshi Furukawa,flight engineer,doctor,Medicine,natural science
Satoshi Furukawa,"Doctor of Philosophy in Medical Science (University of Tokyo, 2000)",Japan,61.0,Satoshi Furukawa,flight engineer,doctor,Philosophy in Medical Science,social science
Scott Altman,"Bachelor of Science in aeronautical and astronautical engineering (University of Illinois, Urbana-Champaign, 1981)",United States,66.0,Scott Altman,pilot,bachelor,Science in aeronautical and astronautical engineering,engineering
Scott Altman,"Master of Science in aeronautical engineering (Naval Postgraduate School, 1990)",United States,66.0,Scott Altman,pilot,,Science in aeronautical engineering,engineering
Scott Altman,"Bachelor of Science in aeronautical and astronautical engineering (University of Illinois, Urbana-Champaign, 1981)",United States,66.0,Scott Altman,pilot,bachelor,Science in aeronautical and astronautical engineering,engineering
Scott Altman,"Master of Science in aeronautical engineering (Naval Postgraduate School, 1990)",United States,66.0,Scott Altman,pilot,,Science in aeronautical engineering,engineering
Scott Altman,"Bachelor of Science in aeronautical and astronautical engineering (University of Illinois, Urbana-Champaign, 1981)",United States,66.0,Scott Altman,commander,bachelor,Science in aeronautical and astronautical engineering,engineering
Scott Altman,"Master of Science in aeronautical engineering (Naval Postgraduate School, 1990)",United States,66.0,Scott Altman,commander,,Science in aeronautical engineering,engineering
Scott Altman,"Bachelor of Science in aeronautical and astronautical engineering (University of Illinois, Urbana-Champaign, 1981)",United States,66.0,Scott Altman,commander,bachelor,Science in aeronautical and astronautical engineering,engineering
Scott Altman,"Master of Science in aeronautical engineering (Naval Postgraduate School, 1990)",United States,66.0,Scott Altman,commander,,Science in aeronautical engineering,engineering
Scott Carpenter,"BS (University of Colorado, Boulder)",American,,Scott Carpenter,pilot,bachelor,,
Scott Tingle,"Bachelor of Science in Mechanical Engineering (Southeastern Massachusetts University, 1987)",U.S.,60.0,Scott Tingle,flight engineer,bachelor,Science in Mechanical Engineering,engineering
Scott Tingle,"Master of Science in Mechanical Engineering (Purdue University, 1988)",U.S.,60.0,Scott Tingle,flight engineer,bachelor,Science in Mechanical Engineering,engineering
Scott Parazynski,"Bachelor of Science in biology (Stanford University, 1983)",United States,64.0,Scott Parazynski,msp,bachelor,Science in biology,natural science
Scott Parazynski,"Doctor of Medicine (Stanford Medical School, 1989)",United States,64.0,Scott Parazynski,msp,doctor,Medicine,natural science
Scott Parazynski,"Bachelor of Science in biology (Stanford University, 1983)",United States,64.0,Scott Parazynski,msp,bachelor,Science in biology,natural science
Scott Parazynski,"Doctor of Medicine (Stanford Medical School, 1989)",United States,64.0,Scott Parazynski,msp,doctor,Medicine,natural science
Scott Parazynski,"Bachelor of Science in biology (Stanford University, 1983)",United States,64.0,Scott Parazynski,msp,bachelor,Science in biology,natural science
Scott Parazynski,"Doctor of Medicine (Stanford Medical School, 1989)",United States,64.0,Scott Parazynski,msp,doctor,Medicine,natural science
Scott Parazynski,"Bachelor of Science in biology (Stanford University, 1983)",United States,64.0,Scott Parazynski,msp,bachelor,Science in biology,natural science
Scott Parazynski,"Doctor of Medicine (Stanford Medical School, 1989)",United States,64.0,Scott Parazynski,msp,doctor,Medicine,natural science
Scott Parazynski,"Bachelor of Science in biology (Stanford University, 1983)",United States,64.0,Scott Parazynski,msp,bachelor,Science in biology,natural science
Scott Parazynski,"Doctor of Medicine (Stanford Medical School, 1989)",United States,64.0,Scott Parazynski,msp,doctor,Medicine,natural science
Scott Horowitz,"B.S. in Engineering (California State University, Northridge, 1978)",United States,68.0,Scott Horowitz,pilot,bachelor,Engineering,engineering
Scott Horowitz,"Ph.D. in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,68.0,Scott Horowitz,pilot,doctor,Aerospace Engineering,engineering
Scott Horowitz,"B.S. in Engineering (California State University, Northridge, 1978)",United States,68.0,Scott Horowitz,pilot,bachelor,Engineering,engineering
Scott Horowitz,"Ph.D. in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,68.0,Scott Horowitz,pilot,doctor,Aerospace Engineering,engineering
Scott Horowitz,"B.S. in Engineering (California State University, Northridge, 1978)",United States,68.0,Scott Horowitz,pilot,bachelor,Engineering,engineering
Scott Horowitz,"Ph.D. in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,68.0,Scott Horowitz,pilot,doctor,Aerospace Engineering,engineering
Scott Horowitz,"B.S. in Engineering (California State University, Northridge, 1978)",United States,68.0,Scott Horowitz,commander,bachelor,Engineering,engineering
Scott Horowitz,"Ph.D. in Aerospace Engineering (Georgia Institute of Technology, 1982)",United States,68.0,Scott Horowitz,commander,doctor,Aerospace Engineering,engineering
Serena Aun-Chancellor,,,,Serena Aun-Chancellor,flight engineer,,,
Sergei Krikalev,"Mechanical Engineer (Leningrad Mechanical Institute, 1981)",Russia,67.0,Sergei Krikalev,flight engineer,,,
Sergei Krikalev,"Mechanical Engineer (Leningrad Mechanical Institute, 1981)",Russia,67.0,Sergei Krikalev,flight engineer,,,
Sergei Krikalev,"Mechanical Engineer (Leningrad Mechanical Institute, 1981)",Russia,67.0,Sergei Krikalev,flight engineer,,,
Sergei Krikalev,"Mechanical Engineer (Leningrad Mechanical Institute, 1981)",Russia,67.0,Sergei Krikalev,flight engineer,,,
Sergei Krikalev,"Mechanical Engineer (Leningrad Mechanical Institute, 1981)",Russia,67.0,Sergei Krikalev,flight engineer,,,
Sergei Krikalev,"Mechanical Engineer (Leningrad Mechanical Institute, 1981)",Russia,67.0,Sergei Krikalev,commander,,,
Sergey Ryzhikov,"Command Tactical Fighter Aviation (Kachinsky Higher Military Aviation School of Pilots, 1996)",Russian,51.0,Sergey Ryzhikov,commander,bachelor,,
Shannon Lucid,"Bachelor's Degree in Chemistry (University of Oklahoma, 1963)",American,82.0,Shannon Lucid,msp,bachelor,Chemistry,natural science
Shannon Lucid,"Master's Degree in Biochemistry (University of Oklahoma, 1970)",American,82.0,Shannon Lucid,msp,master,Biochemistry,natural science
Shannon Lucid,"PhD in Biochemistry (University of Oklahoma, 1973)",American,82.0,Shannon Lucid,msp,doctor,Biochemistry,natural science
Shannon Lucid,"Bachelor's Degree in Chemistry (University of Oklahoma, 1963)",American,82.0,Shannon Lucid,msp,bachelor,Chemistry,natural science
Shannon Lucid,"Master's Degree in Biochemistry (University of Oklahoma, 1970)",American,82.0,Shannon Lucid,msp,master,Biochemistry,natural science
Shannon Lucid,"PhD in Biochemistry (University of Oklahoma, 1973)",American,82.0,Shannon Lucid,msp,doctor,Biochemistry,natural science
Shannon Lucid,"Bachelor's Degree in Chemistry (University of Oklahoma, 1963)",American,82.0,Shannon Lucid,msp,bachelor,Chemistry,natural science
Shannon Lucid,"Master's Degree in Biochemistry (University of Oklahoma, 1970)",American,82.0,Shannon Lucid,msp,master,Biochemistry,natural science
Shannon Lucid,"PhD in Biochemistry (University of Oklahoma, 1973)",American,82.0,Shannon Lucid,msp,doctor,Biochemistry,natural science
Shannon Lucid,"Bachelor's Degree in Chemistry (University of Oklahoma, 1963)",American,82.0,Shannon Lucid,msp,bachelor,Chemistry,natural science
Shannon Lucid,"Master's Degree in Biochemistry (University of Oklahoma, 1970)",American,82.0,Shannon Lucid,msp,master,Biochemistry,natural science
Shannon Lucid,"PhD in Biochemistry (University of Oklahoma, 1973)",American,82.0,Shannon Lucid,msp,doctor,Biochemistry,natural science
Shannon Lucid,"Bachelor's Degree in Chemistry (University of Oklahoma, 1963)",American,82.0,Shannon Lucid,msp,bachelor,Chemistry,natural science
Shannon Lucid,"Master's Degree in Biochemistry (University of Oklahoma, 1970)",American,82.0,Shannon Lucid,msp,master,Biochemistry,natural science
Shannon Lucid,"PhD in Biochemistry (University of Oklahoma, 1973)",American,82.0,Shannon Lucid,msp,doctor,Biochemistry,natural science
Shannon Walker,"Bachelor of Arts in physics (Rice University, 1987)",American,60.0,Shannon Walker,flight engineer,bachelor,Arts in physics,natural science
Shannon Walker,"Master of Science in Space Physics (Rice University, 1992)",American,60.0,Shannon Walker,flight engineer,bachelor,Science in Space Physics,natural science
Shannon Walker,"PhD in Space Physics (Rice University, 1993)",American,60.0,Shannon Walker,flight engineer,doctor,Space Physics,natural science
Sheikh Muszaphar Shukor,MBBS (Manipal Academy of Higher Education),Malaysia,53.0,Sheikh Muszaphar Shukor,tourist,bachelor,Education,social science
Sheikh Muszaphar Shukor,"Bachelor of Medicine and Surgery (Kasturba Medical College, Manipal University)",Malaysia,53.0,Sheikh Muszaphar Shukor,tourist,bachelor,Medicine and Surgery,natural science
Sherwood Spring,"Bachelor of Science degree in General Engineering (United States Military Academy, 1967)",United States,81.0,Sherwood Spring,msp,bachelor,Science,natural science
Sherwood Spring,"Master of Science degree in Aerospace Engineering (University of Arizona, 1974)",United States,81.0,Sherwood Spring,msp,bachelor,Science,natural science
Sidney Gutierrez,"Bachelor of Science in Aeronautical Engineering (United States Air Force Academy, 1973)",American,74.0,Sidney Gutierrez,msp,bachelor,Science in Aeronautical Engineering,engineering
Sidney Gutierrez,"Master of Arts in Management (Webster University, 1977)",American,74.0,Sidney Gutierrez,msp,bachelor,Arts in Management,social science
Sidney Gutierrez,"Bachelor of Science in Aeronautical Engineering (United States Air Force Academy, 1973)",American,74.0,Sidney Gutierrez,commander,bachelor,Science in Aeronautical Engineering,engineering
Sidney Gutierrez,"Master of Arts in Management (Webster University, 1977)",American,74.0,Sidney Gutierrez,commander,bachelor,Arts in Management,social science
Soichi Noguchi,"B.S. in Aeronautical Engineering (University of Tokyo, 1989)",Japan,60.0,Soichi Noguchi,msp,bachelor,Aeronautical Engineering,engineering
Soichi Noguchi,"M.S. in Aeronautical Engineering (University of Tokyo, 1991)",Japan,60.0,Soichi Noguchi,msp,bachelor,Aeronautical Engineering,engineering
Soichi Noguchi,"Ph.D. in Advanced Interdisciplinary Studies (University of Tokyo, 2020)",Japan,60.0,Soichi Noguchi,msp,doctor,Advanced Interdisciplinary Studies,natural science
Soichi Noguchi,"B.S. in Aeronautical Engineering (University of Tokyo, 1989)",Japan,60.0,Soichi Noguchi,flight engineer,bachelor,Aeronautical Engineering,engineering
Soichi Noguchi,"M.S. in Aeronautical Engineering (University of Tokyo, 1991)",Japan,60.0,Soichi Noguchi,flight engineer,bachelor,Aeronautical Engineering,engineering
Soichi Noguchi,"Ph.D. in Advanced Interdisciplinary Studies (University of Tokyo, 2020)",Japan,60.0,Soichi Noguchi,flight engineer,doctor,Advanced Interdisciplinary Studies,natural science
Stanley Love,"Bachelor of Science in Physics (Harvey Mudd College, 1987)",American,60.0,Stanley Love,msp,bachelor,Science in Physics,natural science
Stanley Love,"M.S. in Astronomy (University of Washington, 1989)",American,60.0,Stanley Love,msp,bachelor,Astronomy,natural science
Stanley Love,"Ph.D. in Astronomy (University of Washington, 1993)",American,60.0,Stanley Love,msp,doctor,Astronomy,natural science
Stephen Oswald,"Bachelor of Science in aerospace engineering (United States Naval Academy, 1973)",United States,74.0,Stephen Oswald,pilot,bachelor,Science in aerospace engineering,engineering
Stephen Oswald,"Bachelor of Science in aerospace engineering (United States Naval Academy, 1973)",United States,74.0,Stephen Oswald,pilot,bachelor,Science in aerospace engineering,engineering
Stephen Oswald,"Bachelor of Science in aerospace engineering (United States Naval Academy, 1973)",United States,74.0,Stephen Oswald,commander,bachelor,Science in aerospace engineering,engineering
Steven Hawley,"BS in Physics and Astronomy (University of Kansas, 1973)",U.S.,73.0,Steven Hawley,msp,bachelor,Physics and Astronomy,natural science
Steven Hawley,"MS in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,master,Astronomy and Astrophysics,natural science
Steven Hawley,"PhD in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,doctor,Astronomy and Astrophysics,natural science
Steven Hawley,"BS in Physics and Astronomy (University of Kansas, 1973)",U.S.,73.0,Steven Hawley,msp,bachelor,Physics and Astronomy,natural science
Steven Hawley,"MS in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,master,Astronomy and Astrophysics,natural science
Steven Hawley,"PhD in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,doctor,Astronomy and Astrophysics,natural science
Steven Hawley,"BS in Physics and Astronomy (University of Kansas, 1973)",U.S.,73.0,Steven Hawley,msp,bachelor,Physics and Astronomy,natural science
Steven Hawley,"MS in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,master,Astronomy and Astrophysics,natural science
Steven Hawley,"PhD in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,doctor,Astronomy and Astrophysics,natural science
Steven Hawley,"BS in Physics and Astronomy (University of Kansas, 1973)",U.S.,73.0,Steven Hawley,msp,bachelor,Physics and Astronomy,natural science
Steven Hawley,"MS in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,master,Astronomy and Astrophysics,natural science
Steven Hawley,"PhD in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,doctor,Astronomy and Astrophysics,natural science
Steven Hawley,"BS in Physics and Astronomy (University of Kansas, 1973)",U.S.,73.0,Steven Hawley,msp,bachelor,Physics and Astronomy,natural science
Steven Hawley,"MS in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,master,Astronomy and Astrophysics,natural science
Steven Hawley,"PhD in Astronomy and Astrophysics (University of California, Santa Cruz, 1977)",U.S.,73.0,Steven Hawley,msp,doctor,Astronomy and Astrophysics,natural science
Steven Nagel,"Bachelor of Science degree in Aeronautical and Astronautical Engineering (University of Illinois, 1969)",American,67.0,Steven Nagel,msp,bachelor,Science,natural science
Steven Nagel,"Master of Science degree in Mechanical Engineering (California State University, Fresno, 1978)",American,67.0,Steven Nagel,msp,bachelor,Science,natural science
Steven Nagel,"Bachelor of Science degree in Aeronautical and Astronautical Engineering (University of Illinois, 1969)",American,67.0,Steven Nagel,pilot,bachelor,Science,natural science
Steven Nagel,"Master of Science degree in Mechanical Engineering (California State University, Fresno, 1978)",American,67.0,Steven Nagel,pilot,bachelor,Science,natural science
Steven Nagel,"Bachelor of Science degree in Aeronautical and Astronautical Engineering (University of Illinois, 1969)",American,67.0,Steven Nagel,commander,bachelor,Science,natural science
Steven Nagel,"Master of Science degree in Mechanical Engineering (California State University, Fresno, 1978)",American,67.0,Steven Nagel,commander,bachelor,Science,natural science
Steven Nagel,"Bachelor of Science degree in Aeronautical and Astronautical Engineering (University of Illinois, 1969)",American,67.0,Steven Nagel,commander,bachelor,Science,natural science
Steven Nagel,"Master of Science degree in Mechanical Engineering (California State University, Fresno, 1978)",American,67.0,Steven Nagel,commander,bachelor,Science,natural science
Steven Swanson,"Engineering Physics (University of Colorado, Boulder, 1983)",American,64.0,Steven Swanson,msp,bachelor,Physics,natural science
Steven Swanson,"Applied Science in Computer Systems (Florida Atlantic University, 1986)",American,64.0,Steven Swanson,msp,bachelor,,
Steven Swanson,"Doctorate in Computer Science (Texas A&M University, 1998)",American,64.0,Steven Swanson,msp,doctor,Computer Science,natural science
Steven Swanson,"Engineering Physics (University of Colorado, Boulder, 1983)",American,64.0,Steven Swanson,msp,bachelor,Physics,natural science
Steven Swanson,"Applied Science in Computer Systems (Florida Atlantic University, 1986)",American,64.0,Steven Swanson,msp,bachelor,,
Steven Swanson,"Doctorate in Computer Science (Texas A&M University, 1998)",American,64.0,Steven Swanson,msp,doctor,Computer Science,natural science
Steven Swanson,"Engineering Physics (University of Colorado, Boulder, 1983)",American,64.0,Steven Swanson,flight engineer,bachelor,Physics,natural science
Steven Swanson,"Applied Science in Computer Systems (Florida Atlantic University, 1986)",American,64.0,Steven Swanson,flight engineer,bachelor,,
Steven Swanson,"Doctorate in Computer Science (Texas A&M University, 1998)",American,64.0,Steven Swanson,flight engineer,doctor,Computer Science,natural science
Stuart Roosa,"Bachelor of Science in aeronautical engineering with honors (University of Colorado Boulder, 1960)",American,,Stuart Roosa,pilot,bachelor,Science in aeronautical engineering with honors,engineering
Sunita Williams,"Bachelor of Science (United States Naval Academy, 1987)",United States,60.0,Sunita Williams,msp,bachelor,Science,natural science
Sunita Williams,"Master of Science (Florida Institute of Technology, 1995)",United States,60.0,Sunita Williams,msp,bachelor,Science,natural science
Sunita Williams,"Bachelor of Science (United States Naval Academy, 1987)",United States,60.0,Sunita Williams,flight engineer,bachelor,Science,natural science
Sunita Williams,"Master of Science (Florida Institute of Technology, 1995)",United States,60.0,Sunita Williams,flight engineer,bachelor,Science,natural science
Svetlana Savitskaya,,Russia,77.0,Svetlana Savitskaya,msp,,,
Svetlana Savitskaya,,Russia,77.0,Svetlana Savitskaya,flight engineer,,,
Takao Doi,"Ph.D. in aerospace engineering (University of Tokyo, 1983)",Japanese,71.0,Takao Doi,msp,doctor,aerospace engineering,engineering
Takao Doi,"PhD in Astronomy (Rice University, 2004)",Japanese,71.0,Takao Doi,msp,doctor,Astronomy,natural science
Takao Doi,"Ph.D. in aerospace engineering (University of Tokyo, 1983)",Japanese,71.0,Takao Doi,msp,doctor,aerospace engineering,engineering
Takao Doi,"PhD in Astronomy (Rice University, 2004)",Japanese,71.0,Takao Doi,msp,doctor,Astronomy,natural science
Takuya Onishi,"Bachelor of Engineering in Aeronautical and Space Engineering (University of Tokyo, 1998)",Japanese,49.0,Takuya Onishi,flight engineer,bachelor,Engineering in Aeronautical and Space Engineering,engineering
Talgat Musabayev,"Engineering diploma (Higher Military Aviation School, 1983)",Kazakh,74.0,Talgat Musabayev,flight engineer,,,
Talgat Musabayev,"Engineering diploma (Higher Military Aviation School, 1983)",Kazakh,74.0,Talgat Musabayev,commander,,,
Talgat Musabayev,"Engineering diploma (Higher Military Aviation School, 1983)",Kazakh,74.0,Talgat Musabayev,commander,,,
Tamara Jernigan,"B.S. in physics (Stanford University, 1981)",American,66.0,Tamara Jernigan,msp,bachelor,physics,natural science
Tamara Jernigan,"M.S. in engineering science (Stanford University, 1983)",American,66.0,Tamara Jernigan,msp,bachelor,engineering science,engineering
Tamara Jernigan,"M.S. in astronomy (University of California, Berkeley, 1985)",American,66.0,Tamara Jernigan,msp,bachelor,astronomy,natural science
Tamara Jernigan,"Ph.D. in space physics and astronomy (Rice University, 1989)",American,66.0,Tamara Jernigan,msp,doctor,space physics and astronomy,natural science
Tamara Jernigan,"B.S. in physics (Stanford University, 1981)",American,66.0,Tamara Jernigan,msp,bachelor,physics,natural science
Tamara Jernigan,"M.S. in engineering science (Stanford University, 1983)",American,66.0,Tamara Jernigan,msp,bachelor,engineering science,engineering
Tamara Jernigan,"M.S. in astronomy (University of California, Berkeley, 1985)",American,66.0,Tamara Jernigan,msp,bachelor,astronomy,natural science
Tamara Jernigan,"Ph.D. in space physics and astronomy (Rice University, 1989)",American,66.0,Tamara Jernigan,msp,doctor,space physics and astronomy,natural science
Tamara Jernigan,"B.S. in physics (Stanford University, 1981)",American,66.0,Tamara Jernigan,msp,bachelor,physics,natural science
Tamara Jernigan,"M.S. in engineering science (Stanford University, 1983)",American,66.0,Tamara Jernigan,msp,bachelor,engineering science,engineering
Tamara Jernigan,"M.S. in astronomy (University of California, Berkeley, 1985)",American,66.0,Tamara Jernigan,msp,bachelor,astronomy,natural science
Tamara Jernigan,"Ph.D. in space physics and astronomy (Rice University, 1989)",American,66.0,Tamara Jernigan,msp,doctor,space physics and astronomy,natural science
Tamara Jernigan,"B.S. in physics (Stanford University, 1981)",American,66.0,Tamara Jernigan,msp,bachelor,physics,natural science
Tamara Jernigan,"M.S. in engineering science (Stanford University, 1983)",American,66.0,Tamara Jernigan,msp,bachelor,engineering science,engineering
Tamara Jernigan,"M.S. in astronomy (University of California, Berkeley, 1985)",American,66.0,Tamara Jernigan,msp,bachelor,astronomy,natural science
Tamara Jernigan,"Ph.D. in space physics and astronomy (Rice University, 1989)",American,66.0,Tamara Jernigan,msp,doctor,space physics and astronomy,natural science
Tamara Jernigan,"B.S. in physics (Stanford University, 1981)",American,66.0,Tamara Jernigan,msp,bachelor,physics,natural science
Tamara Jernigan,"M.S. in engineering science (Stanford University, 1983)",American,66.0,Tamara Jernigan,msp,bachelor,engineering science,engineering
Tamara Jernigan,"M.S. in astronomy (University of California, Berkeley, 1985)",American,66.0,Tamara Jernigan,msp,bachelor,astronomy,natural science
Tamara Jernigan,"Ph.D. in space physics and astronomy (Rice University, 1989)",American,66.0,Tamara Jernigan,msp,doctor,space physics and astronomy,natural science
Terence Henricks,"Bachelor of Science in Civil Engineering (United States Air Force Academy, 1974)",United States,73.0,Terence Henricks,pilot,bachelor,Science in Civil Engineering,engineering
Terence Henricks,"Master of Public Administration (Golden Gate University, 1982)",United States,73.0,Terence Henricks,pilot,bachelor,Public Administration,natural science
Terence Henricks,"Bachelor of Science in Civil Engineering (United States Air Force Academy, 1974)",United States,73.0,Terence Henricks,pilot,bachelor,Science in Civil Engineering,engineering
Terence Henricks,"Master of Public Administration (Golden Gate University, 1982)",United States,73.0,Terence Henricks,pilot,bachelor,Public Administration,natural science
Terence Henricks,"Bachelor of Science in Civil Engineering (United States Air Force Academy, 1974)",United States,73.0,Terence Henricks,commander,bachelor,Science in Civil Engineering,engineering
Terence Henricks,"Master of Public Administration (Golden Gate University, 1982)",United States,73.0,Terence Henricks,commander,bachelor,Public Administration,natural science
Terence Henricks,"Bachelor of Science in Civil Engineering (United States Air Force Academy, 1974)",United States,73.0,Terence Henricks,commander,bachelor,Science in Civil Engineering,engineering
Terence Henricks,"Master of Public Administration (Golden Gate University, 1982)",United States,73.0,Terence Henricks,commander,bachelor,Public Administration,natural science
Terrence Wilcutt,"Bachelor of Arts degree in mathematics (Western Kentucky University, 1974)",United States,75.0,Terrence Wilcutt,pilot,bachelor,Arts,natural science
Terrence Wilcutt,"Bachelor of Arts degree in mathematics (Western Kentucky University, 1974)",United States,75.0,Terrence Wilcutt,pilot,bachelor,Arts,natural science
Terrence Wilcutt,"Bachelor of Arts degree in mathematics (Western Kentucky University, 1974)",United States,75.0,Terrence Wilcutt,commander,bachelor,Arts,natural science
Terrence Wilcutt,"Bachelor of Arts degree in mathematics (Western Kentucky University, 1974)",United States,75.0,Terrence Wilcutt,commander,bachelor,Arts,natural science
Thomas Stafford,"Bachelor of Science in Engineering (United States Naval Academy, 1952)",United States,93.0,Thomas Stafford,pilot,bachelor,Science in Engineering,engineering
Thomas Stafford,"Bachelor of Science in Engineering (United States Naval Academy, 1952)",United States,93.0,Thomas Stafford,commander,bachelor,Science in Engineering,engineering
Thomas Stafford,"Bachelor of Science in Engineering (United States Naval Academy, 1952)",United States,93.0,Thomas Stafford,commander,bachelor,Science in Engineering,engineering
Thomas Stafford,"Bachelor of Science in Engineering (United States Naval Academy, 1952)",United States,93.0,Thomas Stafford,commander,bachelor,Science in Engineering,engineering
Thomas Reiter,"Aerospace Engineering (Bundeswehr University Munich, 1982)",German,67.0,Thomas Reiter,flight engineer,bachelor,Aerospace Engineering,engineering
Thomas Reiter,"Honorary Doctorate (Bundeswehr University Munich, 2010)",German,67.0,Thomas Reiter,flight engineer,doctor,,
Thomas Reiter,"Aerospace Engineering (Bundeswehr University Munich, 1982)",German,67.0,Thomas Reiter,flight engineer,bachelor,Aerospace Engineering,engineering
Thomas Reiter,"Honorary Doctorate (Bundeswehr University Munich, 2010)",German,67.0,Thomas Reiter,flight engineer,doctor,,
Timothy Kopra,"Bachelor of Science (United States Military Academy, 1985)",United States,62.0,Timothy Kopra,msp,bachelor,Science,natural science
Timothy Kopra,"Master of Science in Aerospace Engineering (Georgia Institute of Technology, 1995)",United States,62.0,Timothy Kopra,msp,bachelor,Science in Aerospace Engineering,engineering
Timothy Kopra,"Master of Strategic Studies (United States Army War College, 2006)",United States,62.0,Timothy Kopra,msp,bachelor,Strategic Studies,natural science
Timothy Kopra,"Master of Business Administration (University of London, 2013)",United States,62.0,Timothy Kopra,msp,bachelor,Business Administration,social science
Timothy Kopra,"Master of Business Administration (Columbia University, 2013)",United States,62.0,Timothy Kopra,msp,bachelor,Business Administration,social science
Timothy Kopra,"Bachelor of Science (United States Military Academy, 1985)",United States,62.0,Timothy Kopra,flight engineer,bachelor,Science,natural science
Timothy Kopra,"Master of Science in Aerospace Engineering (Georgia Institute of Technology, 1995)",United States,62.0,Timothy Kopra,flight engineer,bachelor,Science in Aerospace Engineering,engineering
Timothy Kopra,"Master of Strategic Studies (United States Army War College, 2006)",United States,62.0,Timothy Kopra,flight engineer,bachelor,Strategic Studies,natural science
Timothy Kopra,"Master of Business Administration (University of London, 2013)",United States,62.0,Timothy Kopra,flight engineer,bachelor,Business Administration,social science
Timothy Kopra,"Master of Business Administration (Columbia University, 2013)",United States,62.0,Timothy Kopra,flight engineer,bachelor,Business Administration,social science
Timothy Nigel Peake,BSc (Hons) in Flight Dynamics and Evaluation (University of Portsmouth),England,53.0,Timothy Nigel Peake,pilot,bachelor,,
Toktar Aubakirov,,Kazakh,79.0,Toktar Aubakirov,msp,,,
